City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,basco,20.4487,121.9702,79.39,79,22,12.62,PH,1698509665
364,kursavka,44.4564,42.5093,66.96,43,100,8.52,RU,1698509665
365,sanga-sanga,5.0725,119.7853,82.13,71,39,2.98,PH,1698509665
366,ercis,39.0287,43.3586,57.29,58,26,3.38,TR,1698509666
367,tura,25.5198,90.2201,66.83,73,0,3.6,IN,1698509666
368,sooke,48.3746,-123.7276,41.58,73,0,13.8,CA,1698509667
369,kenai,60.5544,-151.2583,35.15,97,20,8.05,US,1698509667
370,ibipeba,-11.6408,-42.0111,97.59,19,53,10.09,BR,1698509454
371,quatre cocos,-20.2078,57.7625,75.31,74,24,4.97,MU,1698509668
372,codrington,-38.2667,141.9667,40.86,92,94,6.35,AU,1698509668
373,agapovka,53.2973,59.1348,30.96,98,97,6.2,RU,1698509668
374,labrador city,52.9463,-66.9114,42.71,81,75,19.57,CA,1698509669
375,kerikeri,-35.2268,173.9474,54.91,90,100,3.0,NZ,1698509669
376,villa union,23.2,-106.2333,78.91,83,75,0.0,MX,1698509670
377,mersa matruh,31.3525,27.2453,77.2,65,0,6.91,EG,1698509670
378,bodo,67.28,14.405,33.84,95,75,9.22,NO,1698509671
379,minas de marcona,-15.2119,-75.1103,61.43,77,98,11.3,PE,1698509671
380,bereznehuvate,47.3078,32.8499,60.57,50,3,19.53,UA,1698509671
381,buala,-8.145,159.5921,78.87,84,96,3.44,SB,1698509672
382,mazagao,-0.115,-51.2894,93.25,35,7,5.91,BR,1698509672
383,koungou,-12.7336,45.2042,82.11,74,20,9.22,YT,1698509673
384,luganville,-15.5333,167.1667,75.02,88,50,7.67,VU,1698509673
385,chany,55.3121,76.7647,25.0,64,48,5.5,RU,1698509673
386,matay,28.419,30.7792,84.88,31,30,9.46,EG,1698509674
387,hilo,19.7297,-155.09,70.25,82,40,6.91,US,1698509478
388,buncrana,55.1333,-7.45,55.17,91,100,15.97,IE,1698509675
389,rio grande,-32.035,-52.0986,80.71,80,88,6.51,BR,1698509675
390,san jose del guaviare,2.5729,-72.6459,87.66,62,97,5.35,CO,1698509676
391,puerto baquerizo moreno,-0.9,-89.6,79.79,74,75,11.5,EC,1698509676
392,springbok,-29.6643,17.8865,69.31,14,0,21.3,ZA,1698509676
393,polovinnoye,54.7914,65.9864,27.34,80,100,10.76,RU,1698509677
394,santa ines,-3.6667,-45.38,102.72,26,69,7.23,BR,1698509677
395,dawson creek,55.7666,-120.2362,26.24,63,0,10.36,CA,1698509677
396,grand falls-windsor,48.9332,-55.6649,52.5,96,100,3.0,CA,1698509678
397,zima,53.9202,102.0442,23.13,85,93,3.65,RU,1698509678
398,batroun,34.2553,35.6581,75.54,81,1,9.73,LB,1698509679
399,inyonga,-6.7167,32.0667,83.91,27,87,2.48,TZ,1698509679
400,igarka,67.4667,86.5833,6.13,93,92,4.85,RU,1698509680
401,dudinka,69.4058,86.1778,8.67,99,90,3.0,RU,1698509680
402,pradopolis,-21.3594,-48.0656,73.58,43,84,10.25,BR,1698509681
403,selfoss,63.9331,-20.9971,42.04,68,97,7.78,IS,1698509681
404,san luis de la loma,17.2706,-100.8939,83.3,74,100,3.13,MX,1698509682
405,beroroha,-21.6667,45.1667,88.21,26,17,13.73,MG,1698509682
406,ghat,24.9647,10.1728,92.32,12,15,6.91,LY,1698509683
407,dwarka,22.2394,68.9678,81.77,72,51,10.63,IN,1698509683
408,pangody,65.85,74.4859,14.72,96,94,9.98,RU,1698509683
409,haiku-pauwela,20.9219,-156.3051,75.04,83,40,4.61,US,1698509684
410,al kharijah,25.4514,30.5464,86.34,28,0,11.3,EG,1698509684
411,port douglas,-16.4833,145.4667,74.3,72,71,12.26,AU,1698509685
412,tadmur,34.5608,38.2805,81.52,29,8,6.53,SY,1698509685
413,tonkino,57.3726,46.4629,27.68,95,100,11.43,RU,1698509686
414,dakhla,23.6848,-15.958,71.62,73,0,19.57,EH,1698509686
415,carutapera,-1.195,-46.02,91.13,53,14,13.15,BR,1698509686
416,yanchep,-31.55,115.6833,57.61,74,7,13.38,AU,1698509687
417,taber,49.8167,-112.1518,21.2,73,90,13.8,CA,1698509687
418,pohang,36.0322,129.365,55.17,78,23,6.04,KR,1698509688
419,dauphin,51.1494,-100.0502,26.74,68,20,18.41,CA,1698509689
420,ntcheu,-14.8203,34.6359,82.11,27,24,2.82,MW,1698509689
421,vallegrande,-18.4897,-64.1069,78.71,45,96,10.83,BO,1698509689
422,vila velha,-20.3297,-40.2925,85.95,66,40,17.27,BR,1698509605
423,anaco,9.4389,-64.4728,91.74,46,86,7.78,VE,1698509690
424,tavda,58.0425,65.2726,19.69,91,33,4.0,RU,1698509691
425,nikolayevsk-on-amure,53.1406,140.73,28.51,81,77,4.61,RU,1698509691
426,gadzhiyevo,69.2551,33.3362,24.67,88,100,3.98,RU,1698509691
427,dampit,-8.2116,112.7493,69.04,84,12,2.55,ID,1698509692
428,cururupu,-1.8283,-44.8683,90.86,51,31,9.89,BR,1698509510
429,alo,7.4178,6.7371,88.23,65,56,2.73,NG,1698509692
430,mogocha,53.7333,119.7667,30.96,71,100,1.57,RU,1698509693
431,acapulco de juarez,16.8634,-99.8901,83.61,74,100,4.41,MX,1698509550
432,namsos,64.4662,11.4957,33.85,80,100,2.3,NO,1698509693
433,podhum,43.7231,17.0011,57.81,86,16,2.71,BA,1698509694
434,zeya,53.75,127.2667,29.48,72,55,4.7,RU,1698509694
435,laojunmiao,39.8333,97.7333,44.62,35,68,2.15,CN,1698509694
436,raymondville,26.4815,-97.7831,88.09,50,0,13.87,US,1698509695
437,pitimbu,-7.4706,-34.8086,88.39,60,41,16.4,BR,1698509695
438,palmas,-10.2128,-48.3603,91.27,55,40,8.05,BR,1698509613
439,uhrichsville,40.3931,-81.3465,62.76,93,100,9.22,US,1698509696
440,namibe,-15.1961,12.1522,71.47,74,70,10.04,AO,1698509696
441,kuala belait,4.5833,114.1833,78.96,84,97,3.06,BN,1698509697
442,morant bay,17.8815,-76.4093,89.71,67,23,11.61,JM,1698509697
443,mount gambier,-37.8333,140.7667,41.07,93,90,3.24,AU,1698509697
444,dashitou,43.3067,128.5114,32.41,53,51,2.59,CN,1698509698
445,tamanrasset,22.785,5.5228,84.11,13,40,5.75,DZ,1698509698
446,pathein,16.7833,94.7333,76.73,91,98,3.53,MM,1698509698
447,coos bay,43.3665,-124.2179,39.92,93,0,9.22,US,1698509699
448,talara,-4.5772,-81.2719,79.56,61,75,6.91,PE,1698509699
449,simanggang,1.2472,111.4528,76.98,100,78,1.14,MY,1698509699
450,manakara,-22.1333,48.0167,75.15,87,56,9.55,MG,1698509700
451,kavieng,-2.5744,150.7967,81.03,83,10,14.34,PG,1698509700
452,slave lake,55.2834,-114.769,30.18,80,100,19.57,CA,1698509701
453,nguigmi,14.2495,13.1092,89.13,26,43,9.17,NE,1698509701
454,extrema,-22.8547,-46.3183,82.11,60,99,11.45,BR,1698509702
455,mil'kovo,55.6078,37.7956,33.35,98,100,11.77,RU,1698509703
456,hadibu,12.65,54.0333,80.11,73,76,9.46,YE,1698509704
457,kapa'a,22.0752,-159.319,71.58,77,0,9.22,US,1698509704
458,pimentel,-6.8367,-79.9342,80.89,57,0,5.75,PE,1698509705
459,mikun',62.3547,50.0771,23.88,86,99,9.15,RU,1698509705
460,faya-largeau,17.9257,19.1043,92.34,12,69,9.78,TD,1698509706
461,humaita,-7.5061,-63.0208,103.26,27,99,4.65,BR,1698509706
462,puerto armuelles,8.2833,-82.8667,84.18,84,85,1.01,PA,1698509707
463,constitucion,-35.3333,-72.4167,53.42,96,100,23.73,CL,1698509707
464,grand baie,-20.0182,57.5802,75.67,76,10,1.99,MU,1698509707
465,camacupa,-12.0167,17.4833,68.22,72,98,9.55,AO,1698509708
466,kepanjen,-8.1303,112.5727,69.94,88,10,1.19,ID,1698509708
467,sen monorom,12.45,107.2,68.38,99,99,2.75,KH,1698509709
468,maneromango,-7.1988,38.7848,75.22,73,100,6.91,TZ,1698509700
469,twentynine palms,34.1356,-116.0542,63.97,21,0,4.0,US,1698509710
470,piti village,13.4626,144.6933,82.45,93,75,3.44,GU,1698509710
471,neya,58.2972,43.8681,27.88,90,98,9.6,RU,1698509711
472,melekeok village,7.4957,134.6367,77.56,94,100,0.0,PW,1698509711
473,rio preto da eva,-2.6994,-59.6997,104.38,22,25,6.4,BR,1698509712
474,labytnangi,66.6572,66.4183,12.33,88,80,4.65,RU,1698509712
475,moldava nad bodvou,48.6143,20.9996,55.96,71,0,5.75,SK,1698509713
476,sandnessjoen,66.0217,12.6316,28.92,80,78,6.2,NO,1698509713
477,saint-joseph,-21.3667,55.6167,75.58,84,29,9.35,RE,1698509713
478,burayevo,55.8407,55.4083,30.63,97,99,9.69,RU,1698509714
479,olivenza,38.6832,-7.103,67.06,62,51,13.56,ES,1698509714
480,poso,-1.3959,120.7524,76.08,66,85,5.19,ID,1698509715
481,udpura,24.7167,75.9667,76.98,33,100,3.4,IN,1698509715
482,tocopilla,-22.092,-70.1979,67.62,70,15,7.4,CL,1698509716
483,okha,53.5739,142.9478,32.95,93,94,8.63,RU,1698509716
484,shache,38.4167,77.2406,60.96,26,8,6.44,CN,1698509717
485,asansol,23.6833,86.9833,72.86,47,3,4.23,IN,1698509717
486,kearney,40.6995,-99.0815,28.96,76,100,17.27,US,1698509718
487,chipinge,-20.1883,32.6236,80.24,32,11,9.22,ZW,1698509719
488,priozersk,61.0393,30.1291,35.01,86,100,8.32,RU,1698509719
489,suarez,2.954,-76.6964,67.6,98,100,1.36,CO,1698509719
490,caninde,-4.3589,-39.3117,100.35,18,6,11.34,BR,1698509720
491,arteche,12.2645,125.4048,78.82,87,23,3.83,PH,1698509720
492,sinabang,2.4803,96.3801,78.69,86,99,2.51,ID,1698509721
493,belize city,17.4995,-88.1976,86.02,79,75,11.5,BZ,1698509722
494,urzhar,47.093,81.6294,43.07,73,100,7.25,KZ,1698509722
495,calama,-22.4667,-68.9333,69.58,16,1,20.71,CL,1698509520
496,cidade velha,14.9167,-23.6167,86.47,62,20,18.41,CV,1698509723
497,berrotaran,-32.451,-64.3887,85.08,33,0,16.89,AR,1698509723
498,cacequi,-29.8836,-54.825,69.42,95,100,7.2,BR,1698509724
499,howard springs,-12.497,131.047,84.11,76,32,5.32,AU,1698509724
500,rio claro,-22.4114,-47.5614,87.31,51,81,11.56,BR,1698509463
501,shelekhov,52.2139,104.1,24.89,66,48,2.68,RU,1698509725
502,nova vicosa,-17.8919,-39.3719,81.36,70,99,9.53,BR,1698509725
503,portland,45.5234,-122.6762,42.78,72,0,8.99,US,1698509444
504,eyl,7.9803,49.8164,81.19,76,99,16.44,SO,1698509726
505,huicheng,23.0385,116.2899,73.13,81,100,11.45,CN,1698509727
506,tandalti,13.0167,31.8667,82.96,55,92,9.6,SD,1698509728
507,loango,-4.6719,11.8312,81.34,75,33,8.3,CG,1698509728
508,leiyang,26.4024,112.8591,68.86,79,94,1.63,CN,1698509729
509,perdoes,-21.0908,-45.0914,82.8,57,100,11.7,BR,1698509729
510,uyuni,-20.4597,-66.825,56.25,7,36,27.13,BO,1698509730
511,raichur,16.2,77.3667,81.43,57,100,8.14,IN,1698509730
512,port isabel,26.0734,-97.2086,88.02,65,20,18.41,US,1698509731
513,puerto madryn,-42.7692,-65.0385,70.21,26,100,42.48,AR,1698509720
514,san rafael,-34.6177,-68.3301,79.63,15,1,9.06,AR,1698509731
515,ambodifotatra,-16.9833,49.85,78.89,81,7,8.61,MG,1698509732
516,enkoping,59.6361,17.0777,33.84,75,88,5.28,SE,1698509732
517,palikir - national government center,6.9248,158.1611,74.14,100,100,2.3,FM,1698509733
518,patnagarh,20.7167,83.15,69.84,60,0,0.54,IN,1698509733
519,whitefish,48.4111,-114.3376,17.35,86,0,0.0,US,1698509734
520,new martinsville,39.6445,-80.8576,70.92,99,100,3.0,US,1698509734
521,devils lake,48.1128,-98.8651,21.18,86,20,19.57,US,1698509581
522,n'dalatando,-9.2978,14.9116,84.88,46,96,0.81,AO,1698509735
523,wuchuan,21.4571,110.7659,75.63,90,100,8.43,CN,1698509735
524,thai nguyen,21.5928,105.8442,74.98,90,100,4.25,VN,1698509735
525,dhuusamarreeb,5.535,46.3861,86.13,47,100,8.72,SO,1698509736
526,dalandzadgad,43.5708,104.425,47.19,38,49,18.12,MN,1698509738
527,tromso,69.6496,18.957,30.22,74,20,5.75,NO,1698509739
528,mudon,16.2578,97.7164,77.99,86,90,2.21,MM,1698509739
529,kalajoki,64.25,23.95,29.91,86,16,2.42,FI,1698509740
530,sao bernardo,-3.3614,-42.4178,108.0,16,66,5.59,BR,1698509507
531,xinqing,48.2333,129.5,29.62,63,45,2.37,CN,1698509740
532,satana,20.5833,74.2,73.71,35,33,3.76,IN,1698509741
533,remire-montjoly,4.9167,-52.2667,91.44,62,75,14.97,GF,1698509741
534,bhimunipatnam,17.8833,83.4333,80.11,73,74,2.62,IN,1698509741
535,veroia,40.5233,22.2036,75.67,56,57,3.0,GR,1698509742
536,grajau,-5.8194,-46.1386,98.38,30,64,8.48,BR,1698509742
537,olinda,-8.0089,-34.8553,85.73,58,40,12.66,BR,1698509743
538,kavaratti,10.5669,72.642,84.11,66,75,2.35,IN,1698509743
539,urangan,-25.3,152.9,67.71,67,1,17.9,AU,1698509744
540,onega,63.9061,38.1404,25.48,91,100,9.44,RU,1698509744
541,ebaye,8.7748,167.7392,82.42,78,0,11.79,MH,1698509744
542,zionsville,39.9509,-86.2619,52.18,81,100,11.5,US,1698509745
543,caririacu,-7.0422,-39.2836,97.38,17,18,7.0,BR,1698509745
544,siemiatycze,52.4272,22.8623,44.38,81,99,3.94,PL,1698509746
545,turbat,26.0023,63.044,84.83,37,0,12.37,PK,1698509746
546,bartica,6.4,-58.6167,91.72,43,99,4.29,GY,1698509746
547,taulaga,-11.0553,-171.0883,82.08,78,43,6.33,AS,1698509542
